Datum;Eröffnungspreis;Tageshoch;Tagestief;Schlusspreis;Diff.%;
"01.12.2020";"2556,23";"2608,26";"2555,96";"2605,40";"+2,02 %";
"02.12.2020";"2605,40";"2610,11";"2591,94";"2607,60";"+0,08 %";
"03.12.2020";"2607,60";"2621,23";"2582,90";"2614,81";"+0,28 %";
"04.12.2020";"2614,81";"2656,99";"2609,61";"2656,62";"+1,60 %";
"07.12.2020";"2658,44";"2658,44";"2631,12";"2642,65";"-0,53 %";
"08.12.2020";"2642,65";"2644,36";"2623,43";"2635,41";"-0,27 %";
"09.12.2020";"2635,41";"2688,18";"2635,41";"2669,98";"+1,31 %";
"10.12.2020";"2669,98";"2679,52";"2620,98";"2653,56";"-0,61 %";
"11.12.2020";"2653,56";"2653,75";"2598,34";"2632,17";"-0,81 %";
"14.12.2020";"2632,40";"2685,85";"2632,40";"2657,92";"+0,98 %";
"15.12.2020";"2657,88";"2707,65";"2648,64";"2697,87";"+1,50 %";
"16.12.2020";"2697,87";"2736,48";"2697,44";"2721,67";"+0,88 %";
"17.12.2020";"2722,66";"2738,47";"2709,89";"2723,92";"+0,08 %";
"18.12.2020";"2723,92";"2746,44";"2700,73";"2713,69";"-0,38 %";
"21.12.2020";"2713,06";"2713,17";"2585,60";"2656,93";"-2,09 %";
"22.12.2020";"2656,57";"2714,41";"2656,57";"2707,52";"+1,90 %";
"23.12.2020";"2707,52";"2737,12";"2706,06";"2737,12";"+1,09 %";
"28.12.2020";"2737,12";"2772,74";"2737,12";"2761,71";"+0,90 %";
"29.12.2020";"2761,71";"2785,91";"2761,51";"2778,23";"+0,60 %";
"30.12.2020";"2778,23";"2800,19";"2775,22";"2780,44";"+0,08 %";
